id,key,value,type 
2024802063,crossing,uncontrolled,regular
2024802108,highway,crossing,regular
2024802108,crossing,uncontrolled,regular
2024802111,highway,crossing,regular
2024802111,crossing,traffic_signals,regular
2024802116,highway,crossing,regular
2024802116,crossing,uncontrolled,regular
2024802121,highway,crossing,regular
2024802121,crossing,traffic_signals,regular
2024834027,bus,yes,regular
2024834027,name,大埔大發街 Dai Fat Street Tai Po,regular
2024834027,highway,bus_stop,regular
2024834027,en,Dai Fat Street Tai Po,name
2024834027,zh,大埔大發街,name
2024834027,kmb,TI08-W-1850-0,ref
2024834027,hkbus,大發街 (汀角路),ref
2024834027,zh-yue,大埔大發街,name
2024834027,public_transport,platform,regular
2024834028,bus,yes,regular
2024834028,name,鳳園路 Fung Yuen Road,regular
2024834028,highway,bus_stop,regular
2024834028,en,Fung Yuen Road,name
2024834028,zh,鳳園路,name
2024834028,kmb,TI08-E-1300-0,ref
2024834028,hkbus,鳳園路 (汀角路),ref
2024834028,zh-yue,鳳園路,name
2024834028,public_transport,platform,regular
2025155934,barrier,gate,regular
2027927312,amenity,parking,regular
2027927312,parking,surface,regular
2027977204,bus,yes,regular
2027977204,highway,bus_stop,regular
2027977204,name,大埔安祥路 On Cheung Road Tai Po,regular
2027977204,en,On Cheung Road Tai Po,name
2027977204,zh,大埔安祥路,name
2027977204,zh-yue,大埔安祥路,name
2027977204,operator,龍運巴士 Long Win Bus,regular
2027977204,public_transport,platform,regular
2027977204,hkbus,安祥路 (安祥路),ref
2027977204,kmb,ON01-N-0975-2,ref
2027977204,shelter,yes,regular
2027977206,bus,yes,regular
2027977206,name,大埔安祥路 On Cheung Road Tai Po,regular
2027977206,highway,bus_stop,regular
2027977206,en,On Cheung Road Tai Po,name
2027977206,zh,大埔安祥路,name
2027977206,kmb,ON01-S-1025-0,ref
2027977206,hkbus,安祥路 (安祥路),ref
2027977206,zh-yue,大埔安祥路,name
2027977206,public_transport,platform,regular
2027977207,bus,yes,regular
2027977207,name,大埔安祥路 On Cheung Road Tai Po,regular
2027977207,highway,bus_stop,regular
2027977207,en,On Cheung Road Tai Po,name
2027977207,zh,大埔安祥路,name
2027977207,kmb,ON01-S-1000-0,ref
2027977207,shelter,yes,regular
2027977207,hkbus,安祥路 (安祥路),ref
2027977207,zh-yue,大埔安祥路,name
2027977207,public_transport,platform,regular
2027977208,bus,yes,regular
2027977208,name,大埔文娛中心 Tai Po Civic Centre,regular
2027977208,highway,bus_stop,regular
2027977208,en,Tai Po Civic Centre,name
2027977208,zh,大埔文娛中心,name
2027977208,kmb,ON01-S-1050-0,ref
2027977208,shelter,yes,regular
2027977208,hkbus,安祥路 (安祥路),ref
2027977208,zh-yue,大埔文娛中心,name
2027977208,public_transport,platform,regular
2027977209,bus,yes,regular
2027977209,name,大埔文娛中心 Tai Po Civic Centre,regular
2027977209,highway,bus_stop,regular
2027977209,en,Tai Po Civic Centre,name
2027977209,zh,大埔文娛中心,name
2027977209,kmb,ON01-S-1035-2,ref
2027977209,shelter,yes,regular
2027977209,operator,龍運巴士 Long Win Bus,regular
2027977209,hkbus,安祥路 (安祥路),ref
2027977209,zh-yue,大埔文娛中心,name
2027977209,public_transport,platform,regular
2027977210,name,公眾單車泊位,regular
2027977210,source,http://cycling.hk/parking,regular
2027977210,amenity,bicycle_parking,regular
2027977210,covered,no,regular
2027977210,capacity,144,regular
2027977210,operator,運輸署,regular
2028019506,ref,C,regular
2028019506,name,錦莆路 Kam Po Road,regular
2028019506,en,Kam Po Road,name
2028019506,zh,錦莆路,name
2028019506,railway,subway_entrance,regular
2028019506,wheelchair,yes,regular
2028019533,name,錦上路鐵路站 Kam Sheung Road Railway Station,regular
2028019533,amenity,bus_station,regular
2028019533,en,Kam Sheung Road Railway Station,name
2028019533,zh,錦上路鐵路站,name
2028019533,alt_name,錦上路站 Kam Sheung Road Station,regular
2028019533,official_name,錦上路站公共運輸交匯處 Kam Sheung Road Station Public Transport Interchange,regular
2028019587,ref,D,regular
2028019587,name,錦河路 Kam Ho Road,regular
2028019587,en,Kam Ho Road,name
2028019587,zh,錦河路,name
2028019587,railway,subway_entrance,regular
2028019587,wheelchair,yes,regular
2028025891,name,7-Eleven,regular
2028025891,shop,convenience,regular
2028025891,brand,7-Eleven,regular
2028025891,en,7-Eleven,name
2028025891,zh,7-11便利店,name
2028025891,website,http://www.7-eleven.com.hk,regular
2028025891,country,HK,addr
2028025892,ref,B,regular
2028025892,name,錦上路 Kam Sheung Road,regular
2028025892,en,Kam Sheung Road,name
2028025892,zh,錦上路,name
2028025892,railway,subway_entrance,regular
2028025892,wheelchair,yes,regular
2028025893,ref,A,regular
2028025893,name,港鐵錦田大樓 MTR Kam Tin Building,regular
2028025893,en,MTR Kam Tin Building,name
2028025893,zh,港鐵錦田大樓,name
2028025893,railway,subway_entrance,regular
2028025893,wheelchair,yes,regular
2028649786,fee,no,regular
2028649786,ref,TP-66A,regular
2028649786,name,泮涌公廁 Pan Chung Public Toilet,regular
2028649786,access,yes,regular
2028649786,amenity,toilets,regular
2028649786,en,Pan Chung Public Toilet,name
2028649786,zh,泮涌公廁,name
2028649786,yue,泮涌公廁,name
2028649786,operator,FEHD,regular
2028649786,wheelchair,no,regular
2028649786,disposal,flush,toilets
2029411421,name,華明 Wah Ming,regular
2029411421,amenity,bus_station,regular
2029411421,en,Wah Ming Bus Terminus,name
2029411421,zh,華明巴士總站,name
2029411512,ref,A1,regular
2029411512,name,粉嶺名都 Fanling Town Center,regular
2029411512,en,Fanling Town Center,name
2029411512,zh,粉嶺名都,name
2029411512,railway,subway_entrance,regular
2029411512,wheelchair,yes,regular
2029411541,ref,B,regular
2029411541,railway,subway_entrance,regular
2029411541,wheelchair,yes,regular
2029939340,power,tower,regular
2029939341,power,tower,regular
2029939342,power,tower,regular
2029939343,power,tower,regular
2029939344,power,tower,regular
2029939345,power,tower,regular
2029939346,power,tower,regular
2030393773,power,tower,regular
2030393774,power,tower,regular
2030393775,power,tower,regular
2030393776,power,tower,regular
2030393777,power,tower,regular
2030393778,power,tower,regular
2030393779,power,tower,regular
2030393780,power,tower,regular
2030393781,power,tower,regular
2030393782,power,tower,regular
2030393783,power,tower,regular
2030393784,power,tower,regular
2030393785,power,tower,regular
2030393786,power,tower,regular
2030393787,power,tower,regular
2030393788,power,tower,regular
2030393789,power,tower,regular
2030393790,power,tower,regular
2030393791,power,tower,regular
2030393792,power,tower,regular
2030393793,power,tower,regular
2030393794,power,tower,regular
2030393795,power,tower,regular
2030393796,power,tower,regular
2030393797,power,tower,regular
2030393798,power,tower,regular
2030393799,power,tower,regular
2030393800,power,tower,regular
2030393801,power,tower,regular
2030393802,power,tower,regular
2031291916,ref,MOS,regular
2031291916,name,馬鞍山 Ma On Shan,regular
2031291916,subway,yes,regular
2031291916,en,Ma On Shan,name
2031291916,zh,馬鞍山,name
2031291916,network,MTR,regular
2031291916,railway,stop,regular
2031291916,operator,香港鐵路有限公司 MTR Corporation,regular
2031291916,public_transport,stop_position,regular
2031291951,ref,WKS,regular
2031291951,name,烏溪沙 Wu Kai Sha,regular
2031291951,subway,yes,regular
2031291951,en,Wu Kai Sha,name
2031291951,zh,烏溪沙,name
2031291951,network,MTR,regular
2031291951,railway,stop,regular
2031291951,operator,香港鐵路有限公司 MTR Corporation,regular
2031291951,public_transport,stop_position,regular
2032397170,power,tower,regular
2032397171,power,tower,regular
2032397174,power,tower,regular
2032397175,power,tower,regular
2032397176,power,tower,regular
2032397177,power,tower,regular
2032397178,power,tower,regular
2032397180,power,tower,regular
2032397181,power,tower,regular
2032397182,power,tower,regular
2032397183,power,tower,regular
2034293961,fee,no,regular
2034293961,ref,YL-44,regular
2034293961,name,下輋西公廁 Ha Che West Public Toilet,regular
2034293961,access,yes,regular
2034293961,amenity,toilets,regular
2034293961,en,Ha Che West Public Toilet,name
2034293961,zh,下輋西公廁,name
2034293961,operator,FEHD,regular
2034293961,wheelchair,yes,regular
2034293961,disposal,flush,toilets
2034293961,wheelchair,yes,toilets
2034362759,name,上水 Sheung Shui,regular
2034362759,amenity,bus_station,regular
2034362759,en,Sheung Shui,name
2034362759,zh,上水,name
2034579066,amenity,parking,regular
2035114211,name,39區 Area 39,regular
2035114211,region,Others,regular
2035114211,highway,bus_stop,regular
2035114211,en,Area 39,name
2035114211,zh,39 區,name
2035114211,location_id,23,regular
2035133243,name,敬文書院,regular
2035133243,region,Others,regular
2035133243,highway,bus_stop,regular
2035133243,en,C. W. Chu College,name
2035133243,zh,敬文書院,name
2035133243,location_id,22,regular
2035133252,name,十五苑 Residence 15,regular
2035133252,region,Others,regular
2035133252,highway,bus_stop,regular
2035133252,en,Residence 15,name
2035133252,zh,十五苑,name
2035133252,location_id,19,regular
2035133259,name,十苑 Residence 10,regular
2035133259,region,Others,regular
2035133259,highway,bus_stop,regular
2035133259,en,Residence 10,name
2035133259,zh,十苑,name
2035133259,location_id,24,regular
2035204920,name,聯合苑 United College Staff Residence,regular
2035204920,region,United College,regular
2035204920,highway,bus_stop,regular
2035204920,en,United College Staff Residence,name
2035204920,zh,聯合苑,name
2035204920,location_id,20,regular
2036455289,power,tower,regular
2036916780,name,逸夫書院學生飯堂 Shaw College Student Canteen,regular
2036916780,region,Shaw College,regular
2036916780,amenity,restaurant,regular
2036916780,en,Shaw College Student Canteen,name
2036916780,zh,逸夫書院學生飯堂,name
2036916789,name,逸夫小廚 Shaw Kitchen,regular
2036916789,region,Shaw College,regular
2036916789,amenity,restaurant,regular
2036916789,en,Shaw Kitchen,name
2036916789,zh,逸夫小廚,name
2037720752,name,石崗 Shek Kong,regular
2037720752,highway,bus_stop,regular
2037720752,en,Shek Kong,name
2037720752,zh,石崗,name
2037720752,kmb,RO01-N-1800-0,ref
2037720752,hkbus,石崗,ref
2037720752,public_transport,platform,regular
2037720753,name,石崗 Shek Kong,regular
2037720753,highway,bus_stop,regular
2037720753,en,Shek Kong,name
2037720753,zh,石崗,name
2037720753,kmb,RO01-S-1000-0,ref
2037720753,hkbus,石崗,ref
2037720753,public_transport,platform,regular
2038525778,name,禤永明樓 Huen Wing Ming Building,regular
2038525778,region,Shaw College,regular
2038525778,en,Huen Wing Ming Building,name
2038525778,zh,禤永明樓,name
2038525778,building,yes,regular
2042230669,name,大家樂 Café de Coral,regular
2042230669,brand,大家樂 Café de Coral,regular
2042230669,amenity,fast_food,regular
2042230669,cuisine,chinese;fast_food,regular
2042230669,en,Café de Coral,name
2042230669,zh,大家樂,name
2042230669,website,http://www.cafedecoral.com,regular
2042230669,country,HK,addr
2042230850,name,McDonald's,regular
2042230850,amenity,fast_food,regular
2042230850,cuisine,burger,regular
2042230978,name,PinGanBank,regular
2042230978,amenity,bank,regular
2042231031,name,Burger King,regular
2042231031,amenity,fast_food,regular
2042231031,cuisine,burger,regular
2042231114,name,Starbucks coffee,regular
2042231114,amenity,cafe,regular
2042407633,highway,traffic_signals,regular
2042407633,traffic_signals,signal,regular
2042407648,highway,traffic_signals,regular
2042407648,traffic_signals,signal,regular
2043201743,name,圣廷苑酒店,regular
2043201743,amenity,pub,regular
2043203322,name,Sun Now,regular
2043203322,shop,hairdresser,regular
2043203323,tourism,hotel,regular
2043203325,shop,hifi,regular
2045303843,highway,crossing,regular
2045303843,crossing,traffic_signals,regular
2045304047,highway,crossing,regular
2045304047,crossing,traffic_signals,regular
2045304267,highway,crossing,regular
2045304267,crossing_ref,zebra,regular
2045703496,name,蚺蛇坳 Nam She Au,regular
2045703496,place,locality,regular
2045703496,en,Nam She Au,name
2045703496,zh,蚺蛇坳,name
2046437587,bus,yes,regular
2046437587,name,沐恩中學 Immanuel Lutheran College,regular
2046437587,highway,bus_stop,regular
2046437587,en,Immanuel Lutheran College,name
2046437587,zh,沐恩中學,name
2046437587,kmb,TI08-W-2100-0,ref
2046437587,hkbus,沐恩中學,ref
2046437587,zh-yue,沐恩中學,name
2046437587,public_transport,platform,regular
2046437620,highway,crossing,regular
2046437620,crossing,traffic_signals,regular
2046437636,highway,crossing,regular
2046437636,crossing,traffic_signals,regular
2046437863,highway,crossing,regular
2046437863,crossing_ref,zebra,regular
2046437943,barrier,gate,regular
2046438179,barrier,gate,regular
2046438512,highway,crossing,regular
2046438512,crossing,traffic_signals,regular
2046438540,highway,speed_camera,regular
2046438573,highway,crossing,regular
2046438573,crossing,traffic_signals,regular
2046438727,highway,crossing,regular
2046438727,crossing,traffic_signals,regular
2046438752,highway,crossing,regular
2046438752,crossing,traffic_signals,regular
2046438862,highway,crossing,regular
2046438862,crossing,traffic_signals,regular
2046512761,fee,no,regular
2046512761,ref,YL-43,regular
2046512761,name,下輋東公廁 Ha Che East Public Toilet,regular
2046512761,access,yes,regular
2046512761,amenity,toilets,regular
2046512761,en,Ha Che East Public Toilet,name
2046512761,zh,下輋東公廁,name
2046512761,operator,FEHD,regular
2046512761,disposal,flush,toilets
2046512761,wheelchair,no,toilets
2046514966,bus,yes,regular
2046514966,highway,bus_stop,regular
2046514966,name,下輋 Ha Che,regular
2046514966,en,Ha Che,name
2046514966,zh,下輋,name
2046514966,public_transport,platform,regular
2046514966,route_ref,76K,regular
2046514966,shelter,no,regular
2052686749,bus,yes,regular
2052686749,highway,bus_stop,regular
2052686749,name,下輋 Ha Che,regular
2052686749,en,Ha Che,name
2052686749,zh,下輋,name
2052686749,public_transport,platform,regular
2052686749,route_ref,76K,regular
2052686749,shelter,no,regular
2058180621,amenity,bbq,regular
2061106758,amenity,toilets,regular
2061106797,barrier,gate,regular
2063440701,power,tower,regular
2063440702,power,tower,regular
2063440705,power,tower,regular
2063440707,power,tower,regular
2063440709,power,tower,regular
2063440712,power,tower,regular
2063440714,power,tower,regular
2063440716,power,tower,regular
2063440719,power,tower,regular
2063440721,power,tower,regular
2063440723,power,tower,regular
2063440726,power,tower,regular
2063440728,power,tower,regular
2063440731,power,tower,regular
2063440733,power,tower,regular
2063440741,power,tower,regular
2063440744,power,tower,regular
2063440746,power,tower,regular
2063440749,power,tower,regular
2063440752,power,tower,regular
2063440754,power,tower,regular
2063440757,power,tower,regular
2063440759,power,tower,regular
2063440762,power,tower,regular
2063440765,power,tower,regular
2063440768,power,tower,regular
2063440770,power,tower,regular
2063440772,power,tower,regular
2063440773,power,tower,regular
2063440774,power,tower,regular
2063440775,power,tower,regular
2063440776,power,tower,regular
2063440777,power,tower,regular
2063440779,power,tower,regular
2063440781,power,tower,regular
2063440784,power,tower,regular
2063440786,power,tower,regular
2063440789,power,tower,regular
2063440791,power,tower,regular
2063440794,power,tower,regular
2063440799,power,tower,regular
2063440816,power,tower,regular
2063440819,power,tower,regular
2063440822,power,tower,regular
2063440824,power,tower,regular
2063440829,power,tower,regular
2063440832,power,tower,regular
2063440834,power,tower,regular
2063440839,power,tower,regular
2063440841,power,tower,regular
2063440845,power,tower,regular
2063440847,power,tower,regular
2063440849,power,tower,regular
2063440850,power,tower,regular
2063440851,power,tower,regular
2063440854,power,tower,regular
2063440856,power,tower,regular
2063440859,power,tower,regular
2063440861,power,tower,regular
2063440863,power,tower,regular
2063440866,power,tower,regular
2063440868,power,tower,regular
2063440871,power,tower,regular
2063440879,power,tower,regular
2063440882,power,tower,regular
2063440884,power,tower,regular
2063440887,power,tower,regular
2063440889,power,tower,regular
2063440892,power,tower,regular
2063440894,power,tower,regular
2063440897,power,tower,regular
2063440900,power,tower,regular
2063440902,power,tower,regular
2063440904,power,tower,regular
2063440907,power,tower,regular
2063440909,power,tower,regular
2063440912,power,tower,regular
2063440915,power,tower,regular
2063440932,power,tower,regular
2063440935,power,tower,regular
2063440937,power,tower,regular
2063440940,power,tower,regular
2063440942,power,tower,regular
2063440945,power,tower,regular
2063440947,power,tower,regular
2063440950,power,tower,regular
2063440952,power,tower,regular
2063440955,power,tower,regular
2063440958,power,tower,regular
2063440972,power,tower,regular
2063440976,power,tower,regular
2063440979,power,tower,regular
2063440981,power,tower,regular
2063440984,power,tower,regular
2063440986,power,tower,regular
2063440988,power,tower,regular
2063440989,power,tower,regular
2063440991,power,tower,regular
2063440994,power,tower,regular
2063440999,power,tower,regular
2063441002,power,tower,regular
2063441005,power,tower,regular
2063441007,power,tower,regular
2063441010,power,tower,regular
2063441012,power,tower,regular
2063441015,power,tower,regular
2063441018,power,tower,regular
2063441020,power,tower,regular
2063441022,power,tower,regular
2063441025,power,tower,regular
2063441028,power,tower,regular
2063441031,power,tower,regular
2063441036,power,tower,regular
2063441041,power,tower,regular
2063441053,power,tower,regular
2063441055,power,tower,regular
2063441057,power,tower,regular
2063441058,power,tower,regular
2063441059,power,tower,regular
2063441060,power,tower,regular
2063441061,power,tower,regular
2063441062,power,tower,regular
2063441064,power,tower,regular
2063441066,power,tower,regular
2063441069,power,tower,regular
2063441071,power,tower,regular
2063441074,power,tower,regular
2063441076,power,tower,regular
2063441079,power,tower,regular
2063441081,power,tower,regular
2063441084,power,tower,regular
2063441094,power,tower,regular
2063441097,power,tower,regular
2063441100,power,tower,regular
2063441102,power,tower,regular
2063441105,power,tower,regular
2063441110,power,tower,regular
2063441125,power,tower,regular
2063441128,power,tower,regular
2063441130,power,tower,regular
2063441131,power,tower,regular
2063441132,power,tower,regular
2063441133,power,tower,regular
2063441134,power,tower,regular
2063441135,power,tower,regular
2063441136,power,tower,regular
2063441138,power,tower,regular
2063441141,power,tower,regular
2063441143,power,tower,regular
2063441146,power,tower,regular
2063441148,power,tower,regular
2063441150,power,tower,regular
2063441153,power,tower,regular
2063441155,power,tower,regular
2063441158,power,tower,regular
2063441160,power,tower,regular
2063441163,power,tower,regular
2063441165,power,tower,regular
2063441168,power,tower,regular
2063441170,power,tower,regular
2063441173,power,tower,regular
2063441175,power,tower,regular
2063441178,power,tower,regular
2063441180,power,tower,regular
2063441189,power,tower,regular
2063441192,power,tower,regular
2063441194,power,tower,regular
2063441229,power,tower,regular
2063441231,power,tower,regular
2063441234,power,tower,regular
2063441236,power,tower,regular
2063441239,power,tower,regular
2063441242,power,tower,regular
2063441244,power,tower,regular
2063441247,power,tower,regular
2063441249,power,tower,regular
2063441251,power,tower,regular
2063441252,power,tower,regular
2063441253,power,tower,regular
2063441254,power,tower,regular
2063441255,power,tower,regular
2063441256,power,tower,regular
2063441257,power,tower,regular
2063441267,power,tower,regular
2063441272,power,tower,regular
2063441274,power,tower,regular
2063441277,power,tower,regular
2063441280,power,tower,regular
2063441282,power,tower,regular
2063441284,power,tower,regular
2063441287,power,tower,regular
2063441290,power,tower,regular
2063441292,power,tower,regular
2063441294,power,tower,regular
2063441297,power,tower,regular
2063441299,power,tower,regular
2063441304,power,tower,regular
2063441307,power,tower,regular
2063441309,power,tower,regular
2063441312,power,tower,regular
2063441314,power,tower,regular
2063441317,power,tower,regular
2063441319,power,tower,regular
2063441322,power,tower,regular
2063441323,power,tower,regular
2063441324,power,tower,regular
2063441325,power,tower,regular
2063441333,power,tower,regular
2063441336,power,tower,regular
2063441338,power,tower,regular
2063441340,power,tower,regular
2063441343,power,tower,regular
2063441346,power,tower,regular
2063441348,power,tower,regular
2063441351,power,tower,regular
2063441354,power,tower,regular
2063446105,power,tower,regular
2063479615,power,tower,regular
2063479616,power,tower,regular
2063479617,power,tower,regular
2063479618,power,tower,regular
2063479619,power,tower,regular
2063479620,power,tower,regular
2063479621,power,tower,regular
2063479622,power,tower,regular
2063479623,power,tower,regular
2063479624,power,tower,regular
2063479625,power,tower,regular
2063479626,power,tower,regular
2063479631,power,tower,regular
2063479632,power,tower,regular
2063479633,power,tower,regular
2063479634,power,tower,regular
2063479635,power,tower,regular
2063479636,power,tower,regular
2063479637,power,tower,regular
2063479638,power,tower,regular
2063479639,power,tower,regular
2063479640,power,tower,regular
2063479641,power,tower,regular
2063479642,power,tower,regular
2063479643,power,tower,regular
2063479644,power,tower,regular
2063479645,power,tower,regular
2063479646,power,tower,regular
2063479647,power,tower,regular
2063479648,power,tower,regular
2065797205,name,三中村,regular
2065797205,place,village,regular
2065797280,name,三坑村,regular
2065797280,place,village,regular
2065797345,name,三家村,regular
2065797345,place,village,regular
2065797555,name,三溪村,regular
2065797555,en,Sanxi,name
2065797555,zh,三溪村,name
2065797555,zh_pinyin,sān xī cūn,name
2065797555,place,village,regular
2065797602,name,三联村,regular
2065797602,place,village,regular
2065797603,name,三联村 Sanlian,regular
2065797603,place,village,regular
2065797649,name,三门村,regular
2065797649,place,village,regular
2065797807,name,上塘村,regular
2065797807,place,village,regular
2065797835,name,上寮村,regular
2065797835,place,village,regular
2065797842,name,上屋村,regular
2065797842,place,village,regular
2065797955,name,上木古村,regular
2065797955,place,village,regular
2065797959,name,上李朗村,regular
2065797959,place,village,regular
2065798056,name,上村,regular
2065798056,place,village,regular
2065798059,name,上村,regular
2065798059,place,village,regular
2065798060,name,上村,regular
2065798060,place,village,regular
2065798184,name,上杨村,regular
2065798184,place,village,regular
2065798271,name,上田村,regular
2065798271,place,village,regular
2065798689,name,下李朗村,regular
2065798689,place,village,regular
2065798740,name,下村,regular
2065798740,place,village,regular
2065798744,name,下村,regular
2065798744,place,village,regular
2065798935,name,下沙村,regular
2065798935,place,village,regular
2065799230,name,东农村,regular
2065799230,place,village,regular
2065799441,name,东坑村,regular
2065799441,place,village,regular
2065799498,name,东塘村,regular
2065799498,place,village,regular
2065799766,name,东村,regular
2065799766,place,village,regular
2065799837,name,东渔村,regular
2065799837,place,village,regular
2065799908,name,东联村,regular
2065799908,place,village,regular
2065800101,name,中山村,regular
2065800101,place,village,regular
2065800128,name,中心村,regular
2065800128,place,village,regular
2065800213,name,中村,regular
2065800213,place,village,regular
2065800489,name,义联村,regular
2065800489,place,village,regular
2065800610,name,九围村,regular
2065800610,place,village,regular
2065801170,name,五联村,regular
2065801170,place,village,regular
2065801582,name,低山村,regular
2065801582,place,village,regular
2065801703,name,保安村,regular
2065801703,place,village,regular
2065802186,name,六约村,regular
2065802186,place,village,regular
2065802186,zh_pinyin,Liù yuē cūn,name
2065802191,name,六联村,regular
2065802191,place,village,regular
2065802242,name,共和村,regular
2065802242,place,village,regular
2065802243,name,共和村,regular
2065802243,place,village,regular
2065802577,name,凤凰岗村,regular
2065802577,place,village,regular
2065802626,name,凤德岭村,regular
2065802626,place,village,regular
2065803331,name,南坑村,regular
2065803331,place,village,regular
2065803404,name,南屏村,regular
2065803404,place,village,regular
2065803451,name,南布村,regular
2065803451,place,village,regular
2065803634,name,南约村,regular
2065803634,place,village,regular
2065803645,name,南联村,regular
2065803645,place,village,regular
2065803678,name,南边灶村,regular
2065803678,place,village,regular
2065804313,name,合水口村,regular
2065804313,place,village,regular
2065804357,name,吉夏村,regular
2065804357,place,village,regular
2065804436,name,同乐村,regular
2065804436,en,Tongle Village,name
2065804436,zh,同乐村,name
2065804436,place,village,regular
2065804442,name,同乐村,regular
2065804442,place,village,regular
2065804494,name,同胜村,regular
2065804494,place,village,regular
2065804512,name,后亭村,regular
2065804512,place,village,regular
2065804707,name,君子布村,regular
2065804707,place,village,regular
2065804820,name,和一村,regular
2065804820,place,village,regular
2065804856,name,和平村,regular
2065804856,place,village,regular
2065804914,name,唐家村,regular
2065804914,place,village,regular
2065804965,name,四方埔村,regular
2065804965,place,village,regular
2065804977,name,四村,regular
2065804977,place,village,regular
2065805080,name,回龙埔村,regular
2065805080,place,village,regular
2065805202,name,土湖村,regular
2065805202,place,village,regular
2065805245,name,坂田村,regular
2065805245,place,village,regular
2065805455,name,坣岗村,regular
2065805455,place,village,regular
2065805478,name,坪东村,regular
2065805478,place,village,regular
2065805541,name,坪西村,regular
2065805541,place,village,regular
2065805869,name,塘头村,regular
2065805869,place,village,regular
2065805885,name,塘尾村,regular
2065805885,place,village,regular
2065805886,name,塘尾村,regular
2065805886,place,village,regular
2065805887,name,塘尾村,regular
2065805887,place,village,regular
2065805897,name,塘布村,regular
2065805897,place,village,regular
2065805917,name,塘村,regular
2065805917,place,village,regular
2065805941,name,塘沥村,regular
2065805941,place,village,regular
2065806184,name,大万村,regular
2065806184,place,village,regular
2065806531,name,大坪村,regular
2065806531,place,village,regular
2065806763,name,大康村,regular
2065806763,place,village,regular
2065808218,name,大浪村,regular
2065808218,en,Dalang Village,name
2065808218,zh,大浪村,name
2065808218,place,village,regular
2065808227,name,大涌村,regular
2065808227,place,village,regular
2065808290,name,大湖村,regular
2065808290,place,village,regular
2065808647,name,大福村,regular
2065808647,place,village,regular
2065809735,name,大马村,regular
2065809735,place,village,regular
2065809906,name,天堂围村,regular
2065809906,place,village,regular
2065810136,name,太兴村,regular
2065810136,place,village,regular
2065810599,name,妈庙村,regular
2065810599,place,village,regular
2065811496,name,安平村,regular
2065811496,place,village,regular
2065811496,en,Anping,name
2065811496,zh,安平村,name
2065811496,zh_pinyin,Ān píng cūn,name
2065811699,name,官井头村,regular
2065811699,place,village,regular
2065812014,name,官湖村,regular
2065812014,en,Guanhu,name
2065812014,zh,官湖村,name
2065812014,zh_pinyin,guān hú cūn,name
2065812014,place,village,regular
2065813419,name,对面村,regular
2065813419,place,village,regular
2065813556,name,将石村,regular
2065813556,place,village,regular
2065813832,name,小桂村,regular
2065813832,en,Shaogui,name
2065813832,place,village,regular
2065814864,name,山厦村,regular
2065814864,place,village,regular
2065815553,name,山尾旧村,regular
2065815553,place,village,regular
2065817076,name,山门村,regular
2065817076,place,village,regular
2065817433,name,岗贝村,regular
2065817433,place,village,regular
2065817433,en,Kong Pui Village,name
2065817536,name,岩前村,regular
2065817536,place,village,regular
2065818607,name,布新村,regular
2065818607,place,village,regular
2065819087,name,平山村,regular
2065819087,place,village,regular
2065819212,name,平湖村,regular
2065819212,place,village,regular
2065819299,name,年丰村,regular
2065819299,place,village,regular
2065819523,name,库坑村,regular
2065819523,place,village,regular
2065819528,name,应人石村,regular
2065819528,place,village,regular
2065820049,name,弓村,regular
2065820049,place,village,regular
2065820915,name,怀德村,regular
2065820915,place,village,regular
2065821832,name,振兴围村,regular
2065821832,place,village,regular
2065823041,name,新二村,regular
2065823041,place,village,regular
2065823203,name,新兴村,regular
2065823203,place,village,regular
2065823317,name,新农村,regular
2065823317,place,village,regular
2065823488,name,新南村,regular
2065823488,place,village,regular
2065823628,name,新和村,regular
2065823628,place,village,regular
2065824133,name,新塘村,regular
2065824133,place,village,regular
2065824263,name,新大村,regular
2065824263,place,village,regular
2065824536,name,新寮村,regular
2065824536,place,village,regular
2065825217,name,新木村,regular
2065825217,place,village,regular
2065826719,name,新村,regular
2065826719,place,village,regular
2065826807,name,新村,regular
2065826807,place,village,regular
2065826812,name,新村,regular
2065826812,place,village,regular
2065826860,name,新村,regular
2065826860,place,village,regular
2065826893,name,新村,regular
2065826893,place,village,regular
2065826908,name,新村,regular
2065826908,place,village,regular
2065829385,name,新桥村,regular
2065829385,place,village,regular
2065829391,name,新桥村 Xinqiaocun,regular
2065829391,place,village,regular
2065830355,name,新生村,regular
2065830355,place,village,regular
2065830480,name,新田村,regular
2065830480,place,village,regular
2065835246,name,李屋村,regular
2065835246,place,village,regular
2065835415,name,李松朗村,regular
2065835415,place,village,regular
2065835837,name,杨屋村,regular
2065835837,place,village,regular
2065836147,name,松元村,regular
2065836147,place,village,regular
2065836264,name,松岗村,regular
2065836264,place,village,regular
2065837691,name,根竹园村,regular
2065837691,place,village,regular
2065838006,name,桂花村,regular
2065838006,place,village,regular
2065838488,name,桥头新村,regular
2065838488,place,village,regular
2065838543,name,桥头村,regular
2065838543,place,village,regular
2065838544,name,桥头村,regular
2065838544,place,village,regular
2065838544,en,Qiaotou Village,name
2065838685,name,桥背村,regular
2065838685,place,village,regular
2065838703,name,桥陇村,regular
2065838703,place,village,regular
2065839873,name,楠木村,regular
2065839873,place,village,regular
2065839994,name,楼岗村,regular
2065839994,place,village,regular
2065840012,name,楼村,regular
2065840012,place,village,regular
2065840614,name,樟坑径村,regular
